code,name,price,volume
2329,TOHOKUSHINSHA FILM CORPORATION,658,34200
2389,DIGITAL HOLDINGS INC,1999,34800
2378,RENAISSANCE INC,1100,25400
2385,SOIKEN HOLDINGS INC,242,157300
2379,DIP CORPORATION,2005,263900
2334,EOLE INC,385,301700
2375,GIG WORKS INC,217,117600
2393,NIPPON CARE SUPPLY CO,2370,2000
2411,GENDAI AGENCY INC,471,9200
2408,KG INTELLIGENCE CO LTD,719,13700
2410,CAREER DESIGN CENTER CO.LTD.,2443,15900
2404,TETSUJIN HOLDINGS,507,4200
2391,PLANET INC,1250,1300
2388,WEDGE HOLDINGS CO,62,59500
2384,SBS HOLDINGS INC,3990,108300
2415,HUMAN HLDGS CO.LTD,1844,8300
2425,CARE SERVICE CO LTD,789,4800
2395,SHIN NIPPON BIOMEDICAL LABORATO,1546,109300
2428,WELLNET CORP,650,61600
2432,DENA CO LTD,2525,1565200
2371,KAKAKU.COM. INC,1912,1943500
2354,YE DIGITAL CORPORATION,779,45200
2429,WORLD HOLDINGS CO LTD,2691,46600
2413,M3 INC,1655.5,3159200
2418,TSUKADA GLOBAL HOLDINGS INC,652,137500
2424,BRASS CORPORATION,604,8000
2435,CEDAR. CO LTD,229,62700
2433,HAKUHODO DY HLDGS INC,1034,602700
2438,ASUKANET CO LIMITED,370,31900
2437,SHINWA WISE HLDGS CO LTD,777,80300
2449,PRAP JAPAN INC,1061,3700
2452,2452.T,0P00018851,0,412,6700
2445,TAKAMIYA CO LTD,410,85900
2454,ALL ABOUT INC,396,3500
2459,AUN CONSULTINGS INC,212,30500
2469,HIBINO CORPORATION COM STK,4200,16700
2475,WDB HOLDINGS CO LTD,1545,54200
2471,S-POOL INC,248,541300
2464,AOBA-BBT INC,350,6300
2462,LIKE CO LTD,1549,31700
2477,TEMAIRAZU INC,2773,5900
2440,GURUNAVI INC,147,158300
2461,FAN COMMUNICATIONS INC,456,65300
2480,SYSTEM LOCATION,1715,1600
2483,HONYAKU CENTER INC,1870,4300
2481,TOWNNEWS-SHA CO LTD,679,1400
2484,DEMAE-CAN CO LTD,138,271900
2488,JTP CO LTD,1198,23900
2485,TEAR CORPORATION,522,22500
2489,ADWAYS INC,272,118800
2479,JTEC CORP,246,255800
2493,E SUPPORTLINK LTD,1001,2900
2502,ASAHI GROUP HLDGS,1587,5908800
2499,NIHONWASOU HOLDINGS INC,350,15800
2510,NOMURA ASSET MANAGEMENT CO LTD ,826.7,120700
2503,KIRIN HOLDINGS COMPANY LIMITED,2611.5,2785900
2497,UNITED INC,545,18300
2501,SAPPORO HOLDINGS LIMITED,1626,769100
2491,VALUECOMMERCE CO.LTD.,424,454000
2492,INFOMART CORPORATION,393,1209600
2436,KYODO PUBLIC RELATIONS CO LTD,1050,35300
2512,NOMURA ASSET MANAGEMENT CO LTD ,737,19210
2516,SIMPLEX ASSET MANAGEMENT CO LTD,599.6,277200
2513,NOMURA ASSET MANAGEMENT CO LTD ,3166,65065
2515,NOMURA ASSET MANAGEMENT CO LTD ,1559,33943
2517,MITSUBISHI UFJ ASSET MANAGEMENT,1195.5,20400
2514,NOMURA ASSET MANAGEMENT CO LTD ,1810,622
2498,ORIENTAL CONSULTANTS HLDGS CO L,3045,5500
2518,NOMURA ASSET MANAGEMENT CO LTD ,2020,496
2519,NOMURA ASSET MANAGEMENT CO LTD ,1178.5,5110
2511,NOMURA ASSET MANAGEMENT CO LTD ,1172,50710
2523,MITSUBISHI UFJ ASSET MANAGEMENT,2879.5,120
2524,NORINCHUKIN ZENKYOREN AM CO LTD,3680,22312
2527,NORINCHUKIN ZENKYOREN AM CO LTD,1206,679
2521,AMOVA ASSET MANAGEMENT CO LTD L,1908,7809
2522,BLACKROCK JAPAN CO LTD ISHARES ,6618,3126
2520,NOMURA ASSET MANAGEMENT CO LTD ,2033,10577
2526,NORINCHUKIN ZENKYOREN AM CO LTD,33330,5
2530,MITSUBISHI UFJ ASSET MANAGEMENT,17615,90
2529,NOMURA ASSET MANAGEMENT CO LTD ,2157,21435
2528,DAIWA ASSET MANAGEMENT IFREEETF,1183,1698
2540,YOMEISHU SEIZO CO,4040,85200
2531,TAKARA HOLDINGS INC,1448.5,761200
2554,NOMURA ASSET MANAGEMENT CO LTD ,762.4,38170
2533,OENON HOLDINGS INC,427,57900
2558,MITSUBISHI UFJ ASSET MANAGEMENT,30590,9546
2561,BLACKROCK JAPAN CO LTD ISHARES ,2079,18213
2552,AMOVA ASSET MANAGEMENT CO LTD L,2125,2481
2560,MITSUBISHI UFJ ASSET MANAGEMENT,47780,10
2555,SIMPLEX ASSET MANAGEMENT CO LTD,2036.5,19830
2562,AMOVA ASSET MANAGEMENT CO LTD L,3302,9585
2565,GLOBAL X JAPAN CO LTD LOGISTICS,965,37702
2564,GLOBAL X JAPAN CO LTD MSCI SUPE,3493,10689
2563,BLACKROCK JAPAN CO LTD ISHARES ,357.6,513210
2567,NORINCHUKIN ZENKYOREN AM CO LTD,474,440
2556,ASSET MGT ONE CO LTD ONE ETF TO,2041,46720
2569,AMOVA ASSET MANAGEMENT CO LTD L,3626,25282
2579,COCA-COLA BOTTLERS JAPAN HLDGS ,4010,448400
2559,MITSUBISHI UFJ ASSET MANAGEMENT,26270,21507
2525,NORINCHUKIN ZENKYOREN AM CO LTD,54020,11053
2586,FRUTA FRUTA INC,118,914700
2585,LIFEDRINK CO INC,982,1113900
2573,HOKKAIDO COCA-COLA BOTTLING CO,4040,4900
2557,SUMITOMO MITSUI DS ASSET MGT CO,3641,1820
2588,PREMIUM WATER HLDGS INC,4025,9000
2594,KEY COFFEE INC,1994,43100
25935,ITO EN LTD NPV PRF STOCK TYPE 1,1810,32200
2593,ITO EN LTD,2853.5,347800
2597,UNICAFE INC,1067,11600
2602,NISSHIN OILLIO GROUP LTD,5700,94700
2553,ASSET MGT ONE CO LTD ONE ETF SO,2459,8900
2613,J-OIL MILLS INC,1999,91800
2620,BLACKROCK JAPAN CO LTD ISHARES ,371.5,140970
2590,DYDO GROUP HOLDINGS INC,2684,97000
2622,BLACKROCK JAPAN CO LTD ISHARES ,1729,754
2623,BLACKROCK JAPAN CO LTD ISHARES ,1981,2354
2621,BLACKROCK JAPAN CO LTD ISHARES ,1068,531472
2566,AMOVA ASSET MANAGEMENT CO LTD L,1118,2821
2612,KADOYA SESAME MILLS INC,5030,4000
2626,GLOBAL X JAPAN CO LTD DIGITAL I,2717,2633
2627,GLOBAL X JAPAN CO LTD E-COMMERC,1347,102
2628,DAIWA ASSET MANAGEMENT IFREEETF,3135,492
2629,DAIWA ASSET MANAGEMENT IFREEETF,3646,922
2630,MITSUBISHI UFJ ASSET MANAGEMENT,14185,15362
2568,AMOVA ASSET MANAGEMENT CO LTD L,6704,18236
2631,MITSUBISHI UFJ ASSET MANAGEMENT,27985,5131
2632,MITSUBISHI UFJ ASSET MANAGEMENT,15120,1091
2633,NOMURA ASSET MANAGEMENT CO LTD ,489.4,246710
2624,DAIWA ASSET MANAGEMENT IFREEETF,5401,44320
2634,NOMURA ASSET MANAGEMENT CO LTD ,2802,23910
2638,GLOBAL X JAPAN CO LTD ROBOTICS ,2385,57471
2587,SUNTORY BEVERAGE & FOOD LIMITED,4540,536900
2639,GLOBAL X JAPAN CO LTD BIO & MED,1673,327
2641,GLOBAL X JAPAN CO LTD GLOBAL X ,4211,3765
2642,SUMITOMO MITSUI TRUST AM CARBON,47310,3
2607,FUJI OIL CO LTD,3207,523600
2649,BLACKROCK JAPAN CO LTD ISHARES ,598.3,4000
2646,GLOBAL X JAPAN CO LTD METAL BUS,3700,44775
2644,GLOBAL X JAPAN CO LTD SEMICONDU,3176,833572
2645,GLOBAL X JAPAN CO LTD LEISURE &,2648,505
2647,NOMURA ASSET MANAGEMENT CO LTD ,6019,386
2625,DAIWA ASSET MANAGEMENT IFREEETF,3616,27993
2636,GLOBAL X JAPAN CO LTD GLOBAL X ,4324,17
2643,NOMURA ASSET MANAGEMENT CO LTD ,3614,2
2653,AEON KYUSHU CO LTD,2761,20700
2637,GLOBAL X JAPAN CO LTD GLOBAL X ,2217,4650
2654,ASMO CORP,400,3800
2652,MANDARAKE INC,333,75500
2640,GLOBAL X JAPAN CO LTD GAMES & A,3987,21654
2656,VECTOR HOLDINGS INC,144,33300
2648,NOMURA ASSET MANAGEMENT CO LTD ,3472,1239
2659,SAN-A CO LTD,3010,164500
2666,AUTOWAVE CO LTD,164,91600
2664,CAWACHI LIMITED,2962,179700
2668,TABIO CORPORATION,1239,1600
2667,IMAGEONE CO LTD,230,184300
2670,ABC-MART INC,2529.5,447900
2673,YUMEMITSUKETAI CO LTD,188,182200
2674,HARD OFF CORPORATION CO LTD,2010,22900
2669,KANEMI CO LTD,3400,5700
2683,UOKI CO LTD,1000,2800
2681,GEO HOLDINGS CORP,1700,143600
2685,AND ST HD CO LTD,2906,148000
2686,GFOOT CO.LTD,282,12200
2692,ITOCHU SHOKUHIN CO,13020,34900
2693,YKT CORPORATION,251,18000
2698,CAN DO CO LTD,3205,10700
2694,YAKINIKU SAKAI HOLDINGS INC,72,372000
2695,KURA SUSHI INC,3405,779000
2700,KITOKU SHINRYO CO,2015,16900
2705,OOTOYA HOLDINGS CO LTD,6980,17100
2687,CVS BAY AREA INC,488,2200
2689,OLBA HEALTHCARE HLDGS INC,2119,1400
2708,KUZE CO LTD,2173,4200
2722,IK HOLDINGS CO LTD,387,7500
2730,EDION CORP,2121,657700
2734,SALA CORPORATION,1060,319400
2735,WATTS CO LTD,624,14700
2736,FESTARIA HOLDINGS CO LTD,639,3600
2702,MCDONALD'S HOLDINGS COMPANY(JAP,7770,322500
2737,TOMEN DEVICES CORPORATION,12480,47900
2742,HALOWS CO LTD,4285,17500
2747,HOKUYU LUCKY CO.LTD.,3015,200
2749,JP-HOLDINGS INC,709,344900
2751,TENPOS HOLDINGS CO LTD,3965,10400
2752,FUJIO FOOD GROUP INC,1074,71300
2733,ARATA CORPORATION,2951,78500
2726,PAL GROUP HOLDINGS CO LTD,1477,563000
2678,ASKUL CORP,1213,363300
2760,TOKYO ELECTRON DEVICE,3190,89000
2762,SANKO MARKETING FOODS CO,98,67300
2764,HIRAMATSU INC,155,247100
2763,FTGROUP CO LTD,1265,11400
2767,TSUBURAYA FIELDS HOLDINGS INC,1478,368600
2676,TAKACHIHO KOHEKI CO,2059,25000
2750,S. ISHIMITSU & CO LTD,1381,12400
2768,SOJITZ CORPORATION,6358,2549900
2769,VILLAGE VANGUARD CO LTD,961,7800
2753,AMIYAKI TEI CO LTD,1418,59000
2776,SHINTO HOLDINGS INC,140,2736300
2778,PALEMO HOLDINGS CO LTD,138,200700
2780,KOMEHYO HOLDINGS CO LTD,4830,101900
2788,APPLE INTERNATIONAL CO LTD,347,15100
2790,NAFCO CO LTD,2203,10500
2789,KARULA CO LTD,460,2900
2721,J-HOLDINGS CORP,153,84900
2791,DAIKOKUTENBUSSAN CO,4850,80500
2795,NIPPON PRIMEX INC,915,500
2792,HONEYS HOLDINGS CO LTD,1470,55400
2784,ALFRESA HOLDINGS CORP,2391,218000
2798,Y'S TABLE CORP,2922,2900
2796,PHARMARISE HOLDINGS CORPORATION,511,3600
2801,KIKKOMAN CORP,1330,4022800
2805,S & B FOODS INC,4530,36400
2802,AJINOMOTO CO INC,4478,2307400
2806,YUTAKA FOODS CORP,2147,200
2809,KEWPIE CORP,4282,201400
2810,HOUSE FOODS GROUP INC,2995,220100
2815,ARIAKE JAPAN CO,5580,54600
2818,PIETRO CO LTD,1799,7000
2816,DAISHO CO LTD,1417,4300
2811,KAGOME CO LTD,2791,212500
2819,EBARA FOODS INDUSTRY INC,2585,12400
2813,WAKOU SHOKUHIN CO,3910,5100
2831,HAGOROMO FOODS,3575,1600
2836,GLOBAL X JAPAN CO LTD FINTECH E,2833,38
2814,SATO FOODS INDUSTRIES CO,3230,1500
2804,BULL DOG SAUCE CO,1878,26400
2840,DAIWA ASSET MANAGEMENT IFREEETF,2252,30138
2841,DAIWA ASSET MANAGEMENT IFREEETF,1428,33878
2839,MITSUBISHI UFJ ASSET MANAGEMENT,5195,75
2837,GLOBAL X JAPAN CO LTD GBL X JPN,3178,1377
2838,MITSUBISHI UFJ ASSET MANAGEMENT,9010,76
2842,DAIWA ASSET MANAGEMENT IFREEETF,14730,3042
2843,AMOVA ASSET MANAGEMENT CO LTD L,3740,376
2782,SERIA CO LTD,4165,369200
2844,AMOVA ASSET MANAGEMENT CO LTD L,5542,11784
2846,NOMURA ASSET MANAGEMENT CO LTD ,2285,28808
2851,BLACKROCK JAPAN CO LTD ISHARES ,338.7,1920
2852,BLACKROCK JAPAN CO LTD ISHARES ,192.8,30320
2848,GLOBAL X JAPAN CO LTD MSCI JAPA,2683,46
2853,BLACKROCK JAPAN CO LTD ISHARES ,627.2,90
2854,GLOBAL X JAPAN CO LTD TECH TOP ,2055,8224
2856,BLACKROCK JAPAN CO LTD ISHARES ,671.1,25360
2864,GLOBAL X JAPAN CO LTD LOGISTICS,1279,509
2858,GLOBAL X JAPAN CO LTD NIKKEI 22,1335,275
2860,NOMURA ASSET MANAGEMENT CO LTD ,3020,17641
2862,AMOVA ASSET MANAGEMENT CO LTD L,3975,11
2845,NOMURA ASSET MANAGEMENT CO LTD ,2990,10327
2847,GLOBAL X JAPAN CO LTD NEW GROWT,2596,3479
2866,GLOBAL X JAPAN CO LTD U.S. PREF,998,54537
2857,BLACKROCK JAPAN CO LTD ISHARES ,637.1,1050
2861,AMOVA ASSET MANAGEMENT CO LTD L,5749,68
2859,NOMURA ASSET MANAGEMENT CO LTD ,2889,13912
2820,YAMAMI COMPANY,4635,15400
2869,DAIWA ASSET MANAGEMENT IFREEETF,54490,11562
2867,GLOBAL X JAPAN CO LTD AUTONOMOU,1533,676
2868,GLOBAL X JAPAN CO LTD S&P 500 C,1098,78299
2865,GLOBAL X JAPAN CO LTD NASDAQ 10,1221,128545
2870,DAIWA ASSET MANAGEMENT IFREEETF,11375,21578
2871,NICHIREI CORP,1949,1055800
2875,TOYO SUISAN KAISHA,10845,316200
2877,NITTOBEST CORP,760,1900
2882,EAT&HOLDINGS CO LTD,1947,26300
2876,DELSOLE CORPORATION,496,1100
2872,SEIHYO CO LTD,2015,1400
2883,DAIREI CO LTD,1996,1400
2884,YOSHIMURA FOOD HOLDINGS KK,956,60300
2894,ISHII FOOD CO LTD,375,12100
2892,NIHON SHOKUHIN KAKO CO,3750,5400
2849,GLOBAL X JAPAN CO LTD MORNINGST,5197,373
2874,YOKOREI CO LTD,1495,123500
2903,SHINOBU FOOD PRODUCTS CO,1828,6200
2904,ICHIMASA KAMABOKO CO,758,2700
2897,NISSIN FOODS HOLDINGS CO. LTD.,2938.5,936400
2901,WEL-DISH INCORPORATED,364,35900
2907,AHJIKAN CO LTD,1459,2500
2908,FUJICCO CO LTD,1576,48500
2910,ROCK FIELD CO LTD,1361,63300
2914,JAPAN TOBACCO INC,5806,3408600
2916,SEMBA TOHKA INDUSTRIES CO,730,3600
2917,OHMORIYA CO LTD,906,3000
2915,KENKO MAYONNAISE CO,2191,66100
2918,WARABEYA NICHIYO HOLDINGS CO LT,3055,54500
2855,GLOBAL X JAPAN CO LTD GLOBAL X ,1040,209
2923,SATO FOODS CO LTD,7880,4800
2911,ASAHIMATSU FOODS,2363,800
2927,AFC-HD AMS LIFE SCIENCE CO LTD,885,32300
2926,SHINOZAKIYA INC,96,272600
2931,EUGLENA CO LTD,375,1166600
2932,STI FOODS HLDGS INC,1241,21500
2929,PHARMA FOODS INTERNATIONAL CO,672,1204800
2930,KITANOTATSUJIN CORP,124,441500
2934,J FRONTIER CO LTD,1236,1100
2922,NATORI CO LTD,1942,19800
2937,ST COUSAIR CO LTD,1749,3700
2962,TECNISCO LTD,1125,1111800
2961,NITCHO CORPORATION,4975,200
2970,GLC GP INC,1023,126000
2938,OKAMURA FOODS CO LTD,1157,67000
2933,KIBUN FOODS INC,1036,28400
2936,BASE FOOD INC,330,33000
2935,PICKLES HOLDINGS CO LTD,1190,22800
2972,SANKEI REAL ESTATE INC,127000,728
2975,STAR MICA HLDGS CO,1636,122300
2978,TSUKURUBA INC,452,30500
2983,ARR PLANNER CO LTD,2101,226600
2980,SRE HLDGS CORP,2674,164400
2981,LANDIX INC,2231,11000
2984,YAMAICHI REAL ESTATE CO LTD,769,27300
2982,AD WORKS GRP CO LTD,413,247600
2985,2985.T,0P0001JRWZ,0,1600,65200
2990,AIDA SEKKEI CO LTD,344,9300
2989,TOKAIDO REIT INC,110300,1122
2991,LANDNET INC,572,77100
2986,LA HOLDINGS CO LTD,9150,55100
2992,2992.T,0P0001MSR4,0,11460,2600
2971,ESCON JAPAN REIT INVESTMENT COR,122500,723
2979,SOSILA LOGISTICS REIT INC,127400,1297
2995,2995.T,0P0001O6TT,0,1500,100
2994,2994.T,0P0001O2RO,0,1040,1000
2993,CHOEI INC,2540,200
2924,IFUJI SANGYO CO LTD,1935,12200
2998,CREAL INC,814,264200
2999,HOME POSITION CO LTD,456,3800
3001,KATAKURA INDUSTRIES CO,2840,25300
3010,POLARIS HOLDINGS CO LTD,176,314500
3003,HULIC CO LTD,1872.5,1788700
3011,BANNERS CO LTD,151,6300
2997,STORAGE-OH CO LTD,901,15500
3021,PACIFIC NET CO. LTD,2368,15800
3028,ALPEN CO LTD,2074,100800
3024,CREATE CORPORATION,1202,5200
3035,KTK INC,651,1100
3031,RACCOON HOLDINGS INC,653,97500
3036,ALCONIX CORPORATION,2822,133400
3038,KOBE BUSSAN CO LTD,3598,3386000
3002,GUNZE LTD,4260,217600
3041,BEAUTY KADAN HOLDINGS CO LTD,516,4200
3042,SECUAVAIL INC,297,43100
3023,RASA CORPORATION,2008,72800
3045,KAWASAKI & CO.LTD.,1420,1200
3020,APPLIED CO.LTD,3945,3400
3048,BIC CAMERA INC.,1714,331600
3046,JINS HOLDINGS INC,5250,158300
3050,DCM HOLDINGS CO LTD,1598,290000
3040,SOLITON SYSTEMS K.K.,1852,39100
3058,SANYODO HOLDINGS INC,697,1200
3063,J GROUP HOLDINGS CORP,773,13200
3065,LIFE FOOD CO. LTD,1615,400
3064,MONOTARO CO.LTD,1838.5,2738100
3068,WDI CORPORATION,3145,2700
3067,TOKYO ICHIBAN FOODS CO.LTD,467,5700
3053,PEPPER FOOD SERVICE CO LTD,174,275000
3004,SHINYEI KAISHA,2568,8800
3054,HYPER INC,256,10900
3071,STREAM CO.LTD.,107,83900
3070,JELLY BEANS GROUP CO LTD,84,16749400
3077,HORIIFOODSERVICE CO.LTD.,535,9200
3075,CHOUSHIMARU CO.LTD.,1597,8200
3076,AI HOLDINGS CORPORATION,2863,113200
3059,HIRAKI CO.LTD,835,2600
3030,HUB CO. LTD,837,101100
3079,DVX INC.,1220,1000
3080,JASON CO LTD (JP),750,2600
3034,QOL HOLDINGS CO LTD,1782,246300
3082,KICHIRI HOLDINGS & CO LTD,931,14600
3087,DOUTOR NICHIRES HOLDINGS CO LTD,2908,97600
3083,STAR SEEDS CO LTD,923,233100
3088,MATSUKIYOCOCOKARA & CO,2480.5,2280300
3086,J FRONT RETAILING CO LTD,2351,911700
3089,TECHNO ALPHA CO LTD,1201,60800
3091,BRONCO BILLY CO LTD,4230,29600
3096,OCEAN SYSTEM CORPORATION,1741,4000
3093,TREASURE FACTORY CO LTD,1733,98200
3103,UNITIKA LTD,1295,3832500
3101,TOYOBO CO,1424,680200
3097,MONOGATARI CORPORATION,4815,92700
3092,ZOZO INC,1127.5,2463200
3104,FUJIBO HOLDINGS INC,10520,71400
3109,SHIKIBO LTD,1082,39900
3110,NITTO BOSEKI CO,21880,1771700
3111,OMIKENSHI CO LTD,240,5300
3113,UNIVA OAK HOLDINGS LTD,88,20427100
3069,JFLA HLDGS INC,166,90500
3107,DAIWABO HOLDINGS CO LTD,2909.5,210800
3116,TOYOTA BOSHOKU CORP,2649.5,362900
3123,SAIBO CO LTD,658,3000
3131,SHINDEN HIGHTEX CORPORATION,2815,6400
3105,NISSHINBO HOLDINGS INC,1539.5,1285100
3121,MBK CO LTD (JAPAN),215,142600
3148,CREATE SD HOLDINGS CO LTD,3260,55700
3134,HAMEE CORP,502,144900
3140,BRUNO INC,1034,5300
3135,MARKETENTERPRISE CO LTD,1010,15100
3137,FUNDELY CO LTD,243,40200
3143,O WILL CORPORATION,738,1500
3150,GREMS INC,2861,204800
3139,LACTO JAPAN CO.LTD,3665,35500
3153,YASHIMA DENKI CO LTD,3065,62400
3099,ISETAN MITSUKOSHI HOLDINGS LTD,2781,2079300
3151,VITAL KSK HOLDINGS INC,1418,61800
3156,RESTAR CORPORATION,2880,45900
3106,KURABO INDUSTRIES,8680,25400
3157,GEOLIVE GROUP CORPORATION,1661,2400
3133,KAIHAN CO LTD,368,434400
3132,MACNICA HOLDINGS INC,2301.5,504500
3159,MARUZEN CHI HOLDINGS CO LTD,339,177700
3160,OOMITSU CO.LTD,584,7700
3154,MEDIUS HLDG CO LTD,785,36600
3166,OCHI HLDG CO LTD,1570,6200
3172,TEA LIFE CO LTD,1143,5100
3161,AZEARTH CORPORATION,673,14200
3168,MERF INC,1521,117000
3173,COMINIX CO LTD,979,5600
3167,TOKAI HLDGS CORP,1158,403300
3169,MISAWA & CO LTD,626,3700
3175,AP HOLDINGS CO LTD,951,48100
3178,CHIMNEY CO LTD,1291,18800
3177,ARIGATOU SERVICES COMPANY LIMIT,3515,4000
3176,SANYO TRADING CO LIMITED,1640,168900
3182,OISIX RA DAICHI INC,1349,107800
3181,KAITORI OKOKU CO LTD,862,2600
3183,WIN-PARTNERS CO LTD,1443,72900
3184,INTERNATIONAL CONGLOMERATE DSB ,4305,200
3174,HAPPINESS AND D CO LTD,531,5000
3185,DREAM VISION CO LTD,227,104100
3138,FUJISAN MAGAZINE SERVICE CO LTD,1040,2600
3179,SYUPPIN CO LIMITED,1250,126000
3187,MIRATAP INC,259,6700
3197,SKYLARK HOLDINGS CO LTD,3369,691900
3198,SFP HOLDINGS CO LTD,2155,28200
3189,ANAP HOLDINGS INC,234,89700
3193,ETERNAL HOSPITALITY GROUP CO LT,3180,324700
3201,JAPAN WOOL TEXTILE CO,1835,56700
3192,SHIROHATO CO LTD,284,15000
3195,GENERATION PASS CO LTD,444,159600
3191,JOYFUL HONDA CO LTD,2071,123300
3199,WATAHAN CO LTD,1427,19900
3204,TOABO CORPORATION,484,28300
3202,DAITOBO CO LTD,138,53700
3205,DAIDOH LIMITED,851,326500
3221,YOSSIX HOLDINGS CO LTD,3435,33800
3186,NEXTAGE CO LTD,3120,287600
3222,UNITED SUPER MARKETS HLDGS INC,851,301800
3223,SLD ENTERTAINMENT INC,927,1100
3224,GENERAL OYSTER INC,813,4200
3180,BEAUTY GARAGE INC,1401,131600
3238,CENTRAL GENERAL DEVELOPMENT CO.,425,5300
3242,URBANET CORPORATION CO. LTD.,535,91500
3236,PROPERST CO. LTD,366,127200
3232,MIE KOTSU GROUP HOLDINGS INC,561,167300
3241,WILL CO.LTD,567,3800
3231,NOMURA REAL ESTATE HOLDINGS INC,1055,1421900
3245,DEAR LIFE CO.LTD,1066,198700
3249,INDUSTRIAL & INFRAST FD INV COR,149200,4969
3266,FUND CREATION GROUP CO LTD,90,202200
3252,JINUSHI CO LTD,3350,118000
3246,KOSE R.E. CO.LTD,646,12700
3261,GRANDES INC,472,21900
3248,EARLY AGE CO LTD,893,3900
3226,MITSUI FUDOSAN ACCOMMODATIONS F,136500,4566
3267,PHIL COMPANY LTD,1172,28900
3237,INTRANCE CO.LTD,59,1542800
3269,ADVANCE RESIDENCE INV CORP,169300,5216
3234,MORI HILLS REIT INVESTMENT CORP,144200,4305
3190,HOTMAN CO LTD,574,300
3271,THE GLOBAL LTD.,897,31100
3276,JAPAN PROPERTY MANAGEMENT CENTE,1337,23400
3277,SANSEI LANDIC CO LTD,1428,4700
3279,ACTIVIA PROPERTIES INC,146300,5209
3281,GLP J-REIT,137600,14164
3284,HOOSIERS HOLDINGS CO LTD,1254,166500
3283,NIPPON PROLOGIS REIT INC,92300,13202
3282,COMFORIA RESIDENTIAL REIT.INC,111500,4895
3286,TRUST HOLDINGS INC,1007,2800
3288,OPEN HOUSE GROUP CO LTD,10200,196000
3287,HOSHINO RESORTS REIT INC,257200,1531
3290,ONE REIT INC,81000,8438
3196,HOTLAND HOLDINGS CO LTD,1969,33000
3291,IIDA GROUP HOLDINGS CO LTD,2485,559700
3292,AEON REIT INVESTMENT CORPORATIO,135100,4178
3280,STRUST CO LIMITED,1071,7700
3297,TOUBUJYUHAN CO LTD,1253,4500
3296,NIPPON REIT INVESTMENT CORPORAT,93000,4602
3299,MUGEN ESTATE CO LTD,2359,113200
3300,AMBITION DX HOLDINGS CO LTD,2513,23700
3293,AZUMA HOUSE CO LTD,786,3100
3302,TEIKOKU SEN-I CO,3025,27400
3294,E'GRAND CO LTD,2071,10100
3309,SEKISUI HOUSE REIT INC,91700,8429
3289,TOKYU FUDOSAN HOLDINGS CORPORAT,1372,1804500
3315,NIPPON COKE & ENGINEERING CO LT,124,10927600
3306,NIHON SEIMA CO LTD,720,45100
3320,CROSS PLUS INC,1349,105700
3295,HULIC REIT INC.,170300,1942
3317,FLYING GARDEN CO,1595,3300
3323,RECOMM CO LTD,93,486200
3321,MITACHI CO LTD,2018,47200
3329,TOWA FOOD SERVICE CO LTD,2125,2900
3333,ASAHI CO LTD,1281,126300
3349,COSMOS PHARMACEUTICAL CORP,6882,384900
3350,METAPLANET INC,391,38708500
3355,KURIYAMA HOLDINGS CORP,1710,33700
3359,COTTA CO LTD,526,25100
3326,RUNSYSTEM CO LTD,802,14700
3358,TRAILHEAD GLOBAL HOLDINGS INC,114,567200
3360,SHIP HEALTH CARE HOLDINGS INC,2458,198600
3353,MEDICAL IKKOU GP CO LTD,2900,800
3382,SEVEN & I HOLDINGS CO LTD,2045,5890300
3370,FUJITA CORP CO.LTD.,514,34700
3388,MEIJI ELECTRIC INDUSTRIES CO LT,2317,27300
3374,NAIGAI TEC CORP,2592,7700
3375,ZOA CORPORATION,1978,1300
3372,KANMONKAI CO LTD,230,16200
3391,TSURUHA HOLDINGS INC,2327,2151600
3387,CREATE RESTAURANTS HOLDINGS INC,731,928800
3386,COSMO BIO COMPANY LIMITED,1316,2100
3352,BUFFALO CO LTD,1747,1100
3377,BIKE O & CO LTD,417,13300
3392,DELICA FOODS HOLDINGS CO LTD,980,163000
3393,STARTIA HLDGS INC,2787,61800
3395,SAINT MARC HOLDINGS CO.LTD,3065,63000
3397,TORIDOLL HOLDINGS CORPORATION,4295,218600
3396,FELISSIMO CORPORATION,872,6700
3399,MARUCHIYO YAMAOKA CORP,3300,270200
3361,TOELL CO.LTD,937,6900
3371,SOFTCREATE HOLDINGS CORP,1953,22600
3401,TEIJIN LTD,1548,896400
3402,TORAY INDUSTRIES INC,1110.5,5740600
3407,ASAHI KASEI CORP,1595,5769700
3409,KITABO CO LTD,124,53500
3415,TOKYO BASE CO LTD,412,601100
3416,PIXTA INC,922,500
3420,KFC LTD (JAPAN),1612,4400
3422,J-MAX CO LTD,409,11200
3417,OHKI HEALTHCARE HOLDINGS CO LTD,1350,10500
3418,BALNIBARBI CO LTD,1072,18000
3434,ALPHA CORP,1369,4400
3426,ATOM LIVIN TECH,1327,1000
3436,SUMCO CORPORATION,1616,6797100
3431,MIYAJI ENGINEERING GROUP INC,1764,199600
3423,SE CORP,288,10500
3435,SANKO TECHNO CO LTD,1403,2600
3405,KURARAY CO,1678,1613800
3440,NISSO GROUP CO LTD,977,3900
3441,SANNO CO LTD,1627,17000
3443,KAWADA TECHNOLOGIES INC,4740,56400
3421,INABA SEISAKUSHO,1688,57100
3444,KIKUCHI SEISAKUSHO CO LTD,766,176600
3439,MITSUCHI CORPORATION,649,5300
